名称,面积,租价,房型,位置
临河里华业东方玫瑰B区2室1厅,90㎡,5500,2  室  1  厅,"
                    华业东方玫瑰B区                "
新上西四环岳各庄大成时代公寓楼1室1厅,80㎡,5900,1  室  1  厅,"
                    大成时代公寓楼                "
【新上房源】崇文门 崇文门东大街 1室1厅出租 看房预约,41㎡,5900,1  室  1  厅,"
                    崇文门东大街                "
CBD光华西里2室1厅,68㎡,7200,2  室  1  厅,"
                    光华西里                "
建  外长安6号1室1厅,45.15㎡,6800,1  室  1  厅,"
                    长安6号                "
朝阳门内·禄米仓胡同·2居室,63㎡,8200,2  室  1  厅,"
                    禄米仓胡同                "
大兴其它盛嘉华苑2室1厅,80㎡,3500,2  室  1  厅,"
                    盛嘉华苑                "
酒仙桥·燕莎后·2居室,93㎡,8800,2  室  2  厅,"
                    燕莎后                "
牡丹园·塔院消夏东里·1居室,40㎡,6400,1  室  1  厅,"
                    塔院消夏东里                "
旧宫·清和园·3居室·次卧2,9㎡,1500,3  室  1  厅,"
                    清和园                "
朝青·国美第一城3号院·1居室,57㎡,6100,1  室  1  厅,"
                    国美第一城3号院                "
和平里·砖角楼北里·2居室,46㎡,6100,2  室  1  厅,"
                    砖角楼北里                "
玉泉营·鸿业兴园一区·2居室,95㎡,6270,2  室  1  厅,"
                    鸿业兴园一区                "
崇文门 东单  府井 前门东大街一居精装 长租,14㎡,7000,1  室  0  厅,"
                    前门东大街                "
北苑·北苑3号院·2居室,57㎡,6600,2  室  1  厅,"
                    北苑3号院                "
枣园·兴华园·3居室·次卧2,11㎡,1900,3  室  2  厅,"
                    兴华园                "
东坝·福润四季A区·2居室,74㎡,4600,2  室  1  厅,"
                    福润四季A区                "
公主坟·新华社宿舍·2居室,60㎡,6800,2  室  1  厅,"
                    新华社宿舍                "
八角·八角南里·2居室,60㎡,4500,2  室  1  厅,"
                    八角南里                "
国贸，永安里，建外丽舍公寓，美华世纪，长安驿，长安6号,55.79㎡,9800,1  室  1  厅,"
                    丽舍公寓                "
朝阳门东大桥路2室1厅日坛公园，建外大街。芳草地。,49.5㎡,9500,2  室  1  厅,"
                    东大桥路                "
丽泽商务区中心 金都苑大两居  家电家具齐全 长租稳定,92㎡,8500,2  室  1  厅,"
                    金都苑                "
定慧寺恩济里2室1厅玲珑路慈寿寺琨御府 阜成路定慧寺东里,60㎡,6800,2  室  1  厅,"
                    恩济里                "
新华大街·新华北路155号·2居室,59㎡,3500,2  室  1  厅,"
                    新华北路155号                "
朝阳门外·新中西街·2居室,58㎡,7200,2  室  1  厅,"
                    新中西街                "
月坛·月坛南街北里·2居室,70㎡,9500,2  室  1  厅,"
                    月坛南街北里                "
鲁谷·重兴嘉园·2居室,70㎡,4800,2  室  1  厅,"
                    重兴嘉园                "
临地铁 五所宿舍两居室南北通透采光好 屋内设施齐全 拎包入住,60㎡,3500,2  室  1  厅,"
                    五所宿舍                "
公主坟普惠南里2室1厅,68.5㎡,8800,2  室  1  厅,"
                    普惠南里                "
七里庄·东大街六号院·2居室,82㎡,6580,2  室  1  厅,"
                    东大街六号院                "
广渠门·东方财富·1居室,45㎡,5600,1  室  1  厅,"
                    东方财富                "
西北旺·百草园·2居室,89㎡,7500,2  室  1  厅,"
                    百草园                "
刘家窑·石榴园北里·2居室,59㎡,4800,2  室  1  厅,"
                    石榴园北里                "
丽泽商务区 丽新嘉园 南北向 90平2居 拎包入住,90㎡,8200,2  室  1  厅,"
                    丽新嘉园                "
临河里·通和园·2居室,81㎡,3200,2  室  1  厅,"
                    通和园                "
回龙观·龙华园东区·2居室,71㎡,5300,2  室  1  厅,"
                    龙华园东区                "
知春路·蓟门里南区·1居室,40㎡,6300,1  室  1  厅,"
                    蓟门里南区                "
酒仙桥·芳园里·1居室,31㎡,4900,1  室  1  厅,"
                    芳园里                "
北苑·美立方·2居室,67㎡,6800,2  室  1  厅,"
                    美立方                "
广安门·朗琴园·3居室,112㎡,13000,3  室  1  厅,"
                    朗琴园                "
劲松·建业苑·2居室,74㎡,6200,2  室  1  厅,"
                    建业苑                "
刘家窑·石榴园北里·2居室,63㎡,4800,2  室  1  厅,"
                    石榴园北里                "
东直门·新源西里中街·2居室,63㎡,6900,2  室  1  厅,"
                    新源西里中街                "
西城广安门外三义里，远见名苑，马连道红莲中里3室1厅,93.45㎡,9500,3  室  1  厅,"
                    红莲中里                "
中央别墅区·马南里小区·1居室,53㎡,5000,1  室  1  厅,"
                    马南里小区                "
玉泉路·金隅瑞和园·1居室,35㎡,4200,1  室  1  厅,"
                    金隅瑞和园                "
果园·新华联家园南区·3居室·次卧1,12㎡,1750,3  室  2  厅,"
                    新华联家园南区                "
亚运村·慧忠里B区·2居室,57㎡,7200,2  室  1  厅,"
                    慧忠里B区                "
临河里·华业东方玫瑰B区·2居室,80㎡,4500,2  室  1  厅,"
                    华业东方玫瑰B区                "
新华大街·后南仓·2居室,52㎡,3500,2  室  1  厅,"
                    后南仓                "
东直门·海运仓·3居室,87㎡,11000,3  室  1  厅,"
                    海运仓                "
长椿街·三庙街·2居室,59㎡,6318,2  室  1  厅,"
                    三庙街                "
万寿路·复兴路乙59号·2居室,64㎡,6500,2  室  1  厅,"
                    复兴路乙59号                "
苏州桥·大河庄苑·1居室,46㎡,7800,1  室  1  厅,"
                    大河庄苑                "
望京 东湖渠 澳洲康都全南两居 房间干净整洁，随时入住,83㎡,10500,2  室  1  厅,"
                    澳洲康都                "
西红门博苑3室1厅,96㎡,6400,3  室  1  厅,"
                    博苑                "
霍营·华龙苑南里·2居室,68㎡,5900,2  室  1  厅,"
                    华龙苑南里                "
酒仙桥·风景线·3居室,136㎡,11300,3  室  1  厅,"
                    风景线                "
鲁谷·永乐小区·2居室,48㎡,5000,2  室  1  厅,"
                    永乐小区                "
定福庄·定福庄北里1号院·2居室,57㎡,5500,2  室  1  厅,"
                    定福庄北里1号院                "
洋桥·海户西里·1居室,39㎡,4500,1  室  1  厅,"
                    海户西里                "
西单参政胡同 紧邻西单商业街 近地铁一号线 精装修两居室出租,55.1㎡,10500,2  室  1  厅,"
                    参政胡同                "
金融街华远北街1号3室1厅,100㎡,16000,3  室  1  厅,"
                    华远北街1号                "
高碑店兴隆家园2室2厅2卫铜牛产业园大悦城四惠东随时看房,131㎡,9500,2  室  2  厅,"
                    兴隆家园                "
北苑世华泊郡2室2厅朝南，2居室，精装修,86㎡,8600,2  室  2  厅,"
                    世华泊郡                "
枣园彩虹新城2室1厅,82㎡,5000,2  室  1  厅,"
                    彩虹新城                "
八角世纪佳苑3室1厅南北通透精装全齐业主长租,100㎡,6800,3  室  1  厅,"
                    世纪佳苑                "
武夷花园运河园2室1厅,98㎡,4000,2  室  1  厅,"
                    运河园                "
田村永景园2室1厅,70.39㎡,7000,2  室  1  厅,"
                    永景园                "
十里堡盒马鲜生，爱这城三期精装两居，东西通透,88㎡,8800,2  室  1  厅,"
                    爱这城三期                "
百子湾·沿海赛洛城四期·2居室,100㎡,7800,2  室  1  厅,"
                    沿海赛洛城四期                "
鲁谷·诗景长安·1居室,57㎡,4900,1  室  1  厅,"
                    诗景长安                "
石佛营·八里庄北里·2居室,49㎡,6000,2  室  1  厅,"
                    八里庄北里                "
北七家·名佳花园四区·2居室,90㎡,3900,2  室  1  厅,"
                    名佳花园四区                "
苏州桥·海淀区北三环西路47号·2居室,65㎡,8600,2  室  1  厅,"
                    海淀区北三环西路47号                "
朝阳门外·朝阳门南大街·2居室,69㎡,8300,2  室  1  厅,"
                    朝阳门南大街                "
枣园·枣园小区·2居室,69㎡,3600,2  室  1  厅,"
                    枣园小区                "
定福庄·定福庄西街·3居室,56㎡,6280,3  室  1  厅,"
                    定福庄西街                "
刘家窑·石榴园北里·2居室,69㎡,5900,2  室  1  厅,"
                    石榴园北里                "
新华大街·摩卡空间·2居室,87㎡,4700,2  室  1  厅,"
                    摩卡空间                "
安贞·安华西里一区·2居室,49㎡,6500,2  室  1  厅,"
                    安华西里一区                "
大望路·相寓PARK后现代城·1居室,17㎡,4859,1  室  1  厅,"
                    相寓PARK后现代城                "
果园·雅丽世居·2居室,97㎡,5200,2  室  1  厅,"
                    雅丽世居                "
崇文门新怡家园1室1厅,173.71㎡,26000,3  室  1  厅,"
                    新怡家园                "
武夷花园K2百合湾东区4室2厅,111㎡,7500,4  室  2  厅,"
                    K2百合湾东区                "
3室2厅西南向大三居 望京西站附近 梦秀广场,154.78㎡,13200,3  室  1  厅,"
                    世安家园                "
武夷花园·荔景园新区·3居室·次卧2,10㎡,1260,3  室  1  厅,"
                    荔景园新区                "
古城·古城南里·2居室,61㎡,4357,2  室  1  厅,"
                    古城南里                "
后沙峪裕祥花园2室1厅,88㎡,5000,2  室  1  厅,"
                    裕祥花园                "
苹果园·西山奥园·1居室,48㎡,4700,1  室  1  厅,"
                    西山奥园                "
公主坟·翠微中里·1居室,50㎡,5400,1  室  1  厅,"
                    翠微中里                "
赵公口·苗圃东里·3居室,84㎡,6300,3  室  1  厅,"
                    苗圃东里                "
右安门内·右内西街甲2号院·2居室,57㎡,5300,2  室  1  厅,"
                    右内西街甲2号院                "
北苑·天居园·1居室,68㎡,7000,1  室  1  厅,"
                    天居园                "
燕莎·牛王庙·1居室,35㎡,5000,1  室  1  厅,"
                    牛王庙                "
崇文门·东后河沿一号院·3居室,93㎡,10830,3  室  1  厅,"
                    东后河沿一号院                "
宋家庄·方于路58号院·2居室,83㎡,6300,2  室  1  厅,"
                    方于路58号院                "
马连道·三义里·2居室,65㎡,7200,2  室  1  厅,"
                    三义里                "
长椿街·长椿街感化胡同3号院·1居室,44㎡,6500,1  室  1  厅,"
                    长椿街感化胡同3号院                "
旧宫·德林园·2居室,106㎡,5000,2  室  1  厅,"
                    德林园                "
老山·老山东里·2居室,50㎡,4300,2  室  1  厅,"
                    老山东里                "
五棵松·永定路西里·1居室,40㎡,5150,1  室  1  厅,"
                    永定路西里                "
西城区广安门地铁7号线达官营红居街2室1厅,70.14㎡,8200,2  室  1  厅,"
                    红居街10号院                "
西单西单六部口3室，业主以租代售，房子一年一签,76.3㎡,12000,3  室  1  厅,"
                    西单六部口                "
果园·苏荷时代·1居室,66㎡,4100,1  室  1  厅,"
                    苏荷时代                "
卢沟桥·沸城·3居室·次卧1,9㎡,1650,3  室  1  厅,"
                    沸城                "
旧宫·万源南里·1居室,41㎡,3500,1  室  1  厅,"
                    万源南里                "
崇文门·新景家园西区·2居室,81㎡,8200,2  室  1  厅,"
                    新景家园西区                "
木樨园·定安西里·2居室,41㎡,4500,2  室  1  厅,"
                    定安西里                "
临河里·海棠湾二期·2居室,89㎡,5300,2  室  1  厅,"
                    海棠湾二期                "
梨园·新通国际花园·2居室,90㎡,4950,2  室  1  厅,"
                    新通国际花园                "
苹果园·模式口南里·2居室,55㎡,4300,2  室  1  厅,"
                    模式口南里                "
新华大街·鼎晟国际·1居室,71㎡,4200,1  室  1  厅,"
                    鼎晟国际                "
望京·望京西园一区·2居室,82㎡,8300,2  室  1  厅,"
                    望京西园一区                "
安贞·安贞里小区·1居室,38㎡,6300,1  室  1  厅,"
                    安贞里小区                "
望京·世安家园·2居室,69㎡,7000,2  室  1  厅,"
                    世安家园                "
方庄·芳星园二区·2居室,56㎡,5800,2  室  1  厅,"
                    芳星园二区                "
木樨园地铁8号线精装修家电家具齐全采光好正规两居室电梯房！！,112.04㎡,7800,2  室  1  厅,"
                    珠江骏景中区                "
黄村北CAGO寓所2室2厅 精装修  拎包入住,100.77㎡,4700,2  室  1  厅,"
                    CAGO寓所                "
朝青·青年路小区·2居室,55㎡,6100,2  室  1  厅,"
                    青年路小区                "
角门·角门东里·2居室,60㎡,5700,2  室  1  厅,"
                    角门东里                "
酒仙桥·酒仙桥十街坊·2居室,58㎡,5950,2  室  1  厅,"
                    酒仙桥十街坊                "
惠新西街·胜古家园·1居室,62㎡,7600,1  室  1  厅,"
                    胜古家园                "
酒仙桥·芳园南里·2居室,57㎡,6500,2  室  1  厅,"
                    芳园南里                "
木樨地·复兴门外大街4、6、8号楼·2居室,49㎡,7700,2  室  1  厅,"
                    复兴门外大街4、6、8号楼                "
朝阳门外·朝外市场街·2居室,55㎡,7000,2  室  1  厅,"
                    朝外市场街                "
玉泉营·新村二里·2居室,53㎡,3610,2  室  1  厅,"
                    新村二里                "
成寿寺·苇子坑1号院·2居室,63㎡,5500,2  室  1  厅,"
                    苇子坑1号院                "
九棵树(家乐福)·阿尔法社区C区·3居室,99㎡,4600,3  室  1  厅,"
                    阿尔法社区C区                "
玉泉路·复兴路46号院·1居室,46㎡,5300,1  室  1  厅,"
                    复兴路46号院                "
清河·莱圳家园·1居室,32㎡,4500,1  室  1  厅,"
                    莱圳家园                "
皂君庙·明光北里·2居室·次卧1,8㎡,3600,2  室  1  厅,"
                    明光北里                "
公主坟复兴路甲65号院2室1厅,66㎡,7200,2  室  1  厅,"
                    复兴路甲65号院                "
和平里和平街十二区2室1厅,65㎡,7000,2  室  1  厅,"
                    和平街十二区                "
和平里·和平街十一区·2居室,53㎡,6300,2  室  1  厅,"
                    和平街十一区                "
青塔·青塔东里·2居室,73㎡,5200,2  室  1  厅,"
                    青塔东里                "
鲁谷·六合园·2居室,63㎡,4600,2  室  1  厅,"
                    六合园                "
皂君庙·明光北里·2居室·次卧1,7㎡,3150,2  室  1  厅,"
                    明光北里                "
旧宫·旧宫新苑北区·2居室,84㎡,5100,2  室  1  厅,"
                    旧宫新苑北区                "
西直门·交大畅园·3居室,90㎡,12000,3  室  1  厅,"
                    交大畅园                "
新华大街·鼎晟国际·2居室,70㎡,4500,2  室  1  厅,"
                    鼎晟国际                "
马家堡·嘉园一里·2居室,57㎡,5350,2  室  1  厅,"
                    嘉园一里                "
霍营·华龙苑中里·1居室,37㎡,4400,1  室  1  厅,"
                    华龙苑中里                "
定慧寺·定慧寺东里·1居室,45㎡,5200,1  室  1  厅,"
                    定慧寺东里                "
北苑·华贸城7号院·2居室,66㎡,6500,2  室  1  厅,"
                    华贸城7号院                "
西罗园·西罗园南里小区·1居室,45㎡,3700,1  室  1  厅,"
                    西罗园南里小区                "
马家堡·洺悦苑·3居室,89㎡,7500,3  室  1  厅,"
                    洺悦苑                "
酒仙桥·飘HOME·1居室,64㎡,7000,1  室  1  厅,"
                    飘HOME                "
蒲黄榆·蒲安里·2居室,61㎡,5200,2  室  1  厅,"
                    蒲安里                "
健翔桥·健翔国际公寓·1居室,34㎡,5700,1  室  1  厅,"
                    健翔国际公寓                "
军博·茂林居·1居室,42㎡,5900,1  室  1  厅,"
                    茂林居                "
万寿路 五棵松 复兴路61号院南北通透3室1厅 好停车,78.9㎡,9000,3  室  1  厅,"
                    复兴路61号院                "
科技园区·设计师广场·1居室,56㎡,4200,1  室  1  厅,"
                    设计师广场                "
临河里·小街之春·1居室,58㎡,2950,1  室  1  厅,"
                    小街之春                "
临河里·华业东方玫瑰A区·3居室,91㎡,4800,3  室  1  厅,"
                    华业东方玫瑰A区                "
临河里·华业东方玫瑰A区·1居室,57㎡,3900,1  室  1  厅,"
                    华业东方玫瑰A区                "
学院路·学清路18号院·2居室,56㎡,7550,2  室  1  厅,"
                    学清路18号院                "
公主坟·复兴路甲49号院·1居室,41㎡,5650,1  室  1  厅,"
                    复兴路甲49号院                "
广安门·京铁和园·1居室,37㎡,4500,1  室  1  厅,"
                    京铁和园                "
崇文门·新裕家园·3居室,125㎡,12500,3  室  1  厅,"
                    新裕家园                "
定慧寺·定慧寺东里·2居室,64㎡,6500,2  室  1  厅,"
                    定慧寺东里                "
右安门内·里仁街6号院·2居室,52㎡,6000,2  室  1  厅,"
                    里仁街6号院                "
甘露园·康家园·1居室,43㎡,4700,1  室  1  厅,"
                    康家园                "
五棵松·复兴路36号院·2居室,55㎡,6200,2  室  1  厅,"
                    复兴路36号院                "
北苑景龙国际5室2厅,197㎡,27000,5  室  1  厅,"
                    景龙国际                "
新宫地铁4号线合顺家园2居室 通透户型 精装修,86㎡,6200,2  室  1  厅,"
                    合顺家园                "
广渠门京城仁合2室1厅,122.86㎡,12500,3  室  1  厅,"
                    京城仁合                "
卢沟桥·晓月新城·1居室,55㎡,3500,1  室  1  厅,"
                    晓月新城                "
望京·圣馨大地家园·2居室,123㎡,9800,2  室  2  厅,"
                    圣馨大地家园                "
清河·永泰西里·1居室,46㎡,4700,1  室  1  厅,"
                    永泰西里                "
十里堡·爱这城三期·2居室,87㎡,7500,2  室  1  厅,"
                    爱这城三期                "
车公庄·九和苑·1居室,55㎡,10000,1  室  1  厅,"
                    九和苑                "
古城·古城南路小区·1居室,27㎡,3500,1  室  1  厅,"
                    古城南路小区                "
五道口·王庄路27号院·2居室,61㎡,8000,2  室  1  厅,"
                    王庄路27号院                "
旧宫·灵秀山庄·5居室·次卧3,14㎡,2100,5  室  2  厅,"
                    灵秀山庄                "
果园·李老新村·2居室,73㎡,3800,2  室  1  厅,"
                    李老新村                "
中关村·中关村东大院·3居室·次卧2,7㎡,3600,3  室  1  厅,"
                    中关村东大院                "
苹果园·林业楼小区·1居室,55㎡,4200,1  室  1  厅,"
                    林业楼小区                "
北苑·佳兴园·1居室,43㎡,5500,1  室  1  厅,"
                    佳兴园                "
安定门·青年湖北里·2居室,52㎡,6600,2  室  1  厅,"
                    青年湖北里                "
果园·新华联家园北区·1居室,43㎡,3650,1  室  1  厅,"
                    新华联家园北区                "
长椿街·槐柏树街南里·1居室,44㎡,5200,1  室  1  厅,"
                    槐柏树街南里                "
西罗园华润小区1室1厅,50㎡,5500,1  室  1  厅,"
                    华润小区                "
三元桥 燕莎 远洋公馆4室2厅 精装修 看房方便 家具家电齐,255.44㎡,42000,4  室  2  厅,"
                    远洋公馆                "
刘家窑·南三环东路·1居室,45㎡,4650,1  室  1  厅,"
                    南三环东路                "
和平里·安外花园·1居室,40㎡,5899,1  室  1  厅,"
                    安外花园                "
九棵树(家乐福)·蓝调沙龙·1居室,41㎡,3400,1  室  1  厅,"
                    蓝调沙龙                "
回龙观·龙泽苑西区·3居室·主卧,22㎡,3300,3  室  1  厅,"
                    龙泽苑西区                "
"高碑店兴隆家园2室1厅,紧邻地铁青年路大悦城，四惠东站",74.03㎡,7900,2  室  1  厅,"
                    兴隆家园                "
北三环   胜古家园双南向两居室出租  新小区  环境好,90㎡,10500,2  室  1  厅,"
                    胜古家园                "
木樨地南里2室1厅 公安大学家属院 精装修 临双地铁,62㎡,9500,2  室  1  厅,"
                    木樨地南里                "
定福庄福怡苑北区2室1厅,72㎡,5000,2  室  1  厅,"
                    福怡苑北区                "
崇文门前门东大街1室1厅精装修可长租,39.75㎡,7000,1  室  1  厅,"
                    前门东大街                "
9.10号线六里桥丽泽商务区紧邻三环华源一里尚西泊图永辉楼上,69㎡,6200,1  室  1  厅,"
                    尚西泊图                "
东坝·金泽家园A区·2居室,80㎡,4700,2  室  1  厅,"
                    金泽家园A区                "
方庄·芳城园一区·4居室·次卧1,8㎡,2600,4  室  1  厅,"
                    芳城园一区                "
环球影城 土桥 高楼金 临河里DBC加州小镇C区2室2厅,100㎡,4800,2  室  2  厅,"
                    DBC加州小镇C区                "
翠微路甲10号院,45㎡,6000,0  室  0  厅,"
                    翠微路甲10号院                "
马甸·马甸南村·2居室,56㎡,7200,2  室  1  厅,"
                    马甸南村                "
卢沟桥·晓月苑三里·1居室,38㎡,3100,1  室  1  厅,"
                    晓月苑三里                "
古城·古城南里·1居室,45㎡,4300,1  室  1  厅,"
                    古城南里                "
安贞·小黄庄一区·3居室·次卧2,10㎡,2800,3  室  1  厅,"
                    小黄庄一区                "
大兴周边·佟馨家园·3居室·次卧2,10㎡,1300,3  室  1  厅,"
                    佟馨家园                "
十八里店·燕归宁馨园·4居室·主卧,13㎡,2100,4  室  1  厅,"
                    燕归宁馨园                "
通州北苑·世纪星城·2居室,93㎡,5500,2  室  1  厅,"
                    世纪星城                "
定慧寺·海淀区恩济庄永安东里·2居室,72㎡,6555,2  室  1  厅,"
                    海淀区恩济庄永安东里                "
科技园区·设计师广场·1居室,34㎡,3700,1  室  1  厅,"
                    设计师广场                "
蒲黄榆·蒲黄榆三里·2居室,55㎡,5200,2  室  1  厅,"
                    蒲黄榆三里                "
青塔·华富丽苑·2居室,98㎡,5600,2  室  1  厅,"
                    华富丽苑                "
果园·新华联家园南区·3居室·主卧,18㎡,2800,3  室  2  厅,"
                    新华联家园南区                "
马甸·马甸月季园·2居室,57㎡,7800,2  室  1  厅,"
                    马甸月季园                "
豆各庄·富力又一城B区·3居室,121㎡,7300,3  室  2  厅,"
                    富力又一城B区                "
五里店·和风四季·4居室·主卧,15㎡,2400,4  室  1  厅,"
                    和风四季                "
清河·世华龙樾一期西区·2居室,73㎡,7600,2  室  1  厅,"
                    世华龙樾一期西区                "
望京·花家地西里二区·2居室,92㎡,7500,2  室  1  厅,"
                    花家地西里二区                "
果园·新华联家园南区·3居室,101㎡,4300,3  室  1  厅,"
                    新华联家园南区                "
马甸·马甸月季园·1居室,46㎡,6000,1  室  1  厅,"
                    马甸月季园                "
望京·点击未来·1居室,43㎡,6100,1  室  1  厅,"
                    点击未来                "
高碑店·兴隆家园·2居室,88㎡,7600,2  室  1  厅,"
                    兴隆家园                "
五棵松·永定路98号·1居室,35㎡,5100,1  室  1  厅,"
                    永定路98号                "
星源国际157平米大四居，高楼层户型好看房随时,157㎡,16500,3  室  1  厅,"
                    星源国际                "
玉泉路翠谷玉景中间楼层 精装两居长租紧邻航天医院家电齐全,89㎡,6600,2  室  1  厅,"
                    翠谷玉景苑                "
武夷花园·荔景园新区·2居室,83㎡,3600,2  室  1  厅,"
                    荔景园新区                "
亚运村·慧忠里D区·2居室,62㎡,7000,2  室  1  厅,"
                    慧忠里D区                "
定慧寺·西八里庄北里·2居室,54㎡,6500,2  室  1  厅,"
                    西八里庄北里                "
健翔桥·丝竹园·2居室,59㎡,6850,2  室  1  厅,"
                    丝竹园                "
惠新西街·惠中园·2居室,81㎡,7800,2  室  1  厅,"
                    惠中园                "
甘家口·三里河路5号院·2居室,57㎡,8200,2  室  1  厅,"
                    三里河路5号院                "
东直门·新源西里东街·2居室,50㎡,6799,2  室  1  厅,"
                    新源西里东街                "
月坛·三里河三区·2居室,48㎡,7500,2  室  1  厅,"
                    三里河三区                "
马甸·新风南里·2居室,67㎡,8200,2  室  1  厅,"
                    新风南里                "
成寿寺·四方景园二区·2居室,53㎡,5300,2  室  1  厅,"
                    四方景园二区                "
定福庄·妇联小区·2居室,72㎡,5400,2  室  1  厅,"
                    妇联小区                "
CBD·光华里·1居室,28㎡,5700,1  室  1  厅,"
                    光华里                "
酒仙桥·南十里居10号院·2居室,68㎡,6800,2  室  1  厅,"
                    南十里居10号院                "
安宁庄·水利局宿舍·2居室,61㎡,5700,2  室  1  厅,"
                    水利局宿舍                "
天坛·东晓市街·2居室,46㎡,6000,2  室  1  厅,"
                    东晓市街                "
蒲黄榆·蒲黄榆三里·3居室·主卧,15㎡,2500,3  室  1  厅,"
                    蒲黄榆三里                "
北纬40度二期 西南向两居，业主自住装修，干净整洁，随时看房,92㎡,11000,2  室  1  厅,"
                    北纬40度二期                "
魏公村·万寿寺北里·1居室,33㎡,6300,1  室  1  厅,"
                    万寿寺北里                "
甘露园·康家园·2居室,64㎡,6900,2  室  1  厅,"
                    康家园                "
西坝河·西坝河中里·2居室,65㎡,6300,2  室  1  厅,"
                    西坝河中里                "
阜成门·北营房西里·2居室·次卧1,8㎡,4200,2  室  1  厅,"
                    北营房西里                "
CBD·光辉南里小区·2居室,64㎡,7200,2  室  1  厅,"
                    光辉南里小区                "
北京南站·开阳里三区·3居室,106㎡,7000,3  室  1  厅,"
                    开阳里三区                "
北苑·北苑村·2居室,55㎡,5300,2  室  1  厅,"
                    北苑村                "
城子·京西景园·1居室,50㎡,3000,1  室  1  厅,"
                    京西景园                "
红庙·光华路北123号·1居室,39㎡,4600,1  室  1  厅,"
                    光华路北123号                "
鲁谷远洋山水北区 开间一居 空置 随时入住,60.61㎡,5800,1  室  1  厅,"
                    远洋山水北区                "
崇文门前门东大街高楼层朝南精装一居室+有钥匙随时看房集中供暖,32.99㎡,6600,1  室  1  厅,"
                    前门东大街                "
新宫合顺家园2室1厅,82㎡,5600,2  室  1  厅,"
                    合顺家园                "
崇文门都市馨园3室1厅,100㎡,12000,3  室  1  厅,"
                    都市馨园                "
万寿路万寿路甲15号院四区3室1厅,80㎡,9300,3  室  1  厅,"
                    万寿路甲15号院四区                "
五道口·东王庄小区·2居室,63㎡,7900,2  室  1  厅,"
                    东王庄小区                "
宋家庄·政馨园一区·1居室,54㎡,5300,1  室  1  厅,"
                    政馨园一区                "
马坡·泰和宜园·4居室·次卧2,11㎡,1300,4  室  1  厅,"
                    泰和宜园                "
东直门·东直门外小街10号院·2居室,66㎡,6900,2  室  1  厅,"
                    东直门外小街10号院                "
和平里·和平街十区·2居室,61㎡,6500,2  室  1  厅,"
                    和平街十区                "
和平里·民旺园·2居室,56㎡,7140,2  室  1  厅,"
                    民旺园                "
阜成门·百万庄大街1号院·3居室,63㎡,12000,3  室  1  厅,"
                    百万庄大街1号院                "
右安门内·右内西街甲10号院·1居室,38㎡,4500,1  室  1  厅,"
                    右内西街甲10号院                "
广渠门·安化北里·1居室,57㎡,5900,1  室  1  厅,"
                    安化北里                "
金融街·羊肉胡同·3居室,87㎡,13100,3  室  1  厅,"
                    羊肉胡同                "
五里店·丰西北里·2居室,48㎡,3600,2  室  1  厅,"
                    丰西北里                "
月坛·三里河三区·2居室,65㎡,7300,2  室  1  厅,"
                    三里河三区                "
苹果园·西黄新村北里·2居室,78㎡,6200,2  室  1  厅,"
                    西黄新村北里                "
科技园区·中海御景春天·1居室,48㎡,4100,1  室  1  厅,"
                    中海御景春天                "
天宫院·天宫院小区·2居室,88㎡,4200,2  室  1  厅,"
                    天宫院小区                "
国展·左家庄东里·1居室,45㎡,5700,1  室  1  厅,"
                    左家庄东里                "
公主坟·翠微中里·1居室,49㎡,5900,1  室  1  厅,"
                    翠微中里                "
海淀八里庄北里两居室出租 慈寿寺地铁站 玲珑塔公园 教师进修,63㎡,7000,2  室  1  厅,"
                    西八里庄北里                "
西直门上园村2室1厅,62㎡,7900,2  室  1  厅,"
                    上园村                "
健翔桥·安翔里·3居室·次卧2,8㎡,2750,3  室  1  厅,"
                    安翔里                "
新街口·城建宿舍·1居室,43㎡,5800,1  室  1  厅,"
                    城建宿舍                "
杨庄·建西苑南里·1居室,57㎡,4500,1  室  1  厅,"
                    建西苑南里                "
地铁一号线 八角游乐园地铁口100米 精装修 碣石坪 大两居,73㎡,5800,2  室  1  厅,"
                    碣石坪                "
马连道丽泽雅园2室1厅,88㎡,7500,2  室  1  厅,"
                    丽泽雅园                "
马坡佳和宜园正规两居室，高楼层好采光，价格可小刀，随时看房,89㎡,3200,2  室  1  厅,"
                    佳和宜园                "
建华南路长安6号1室1厅,73㎡,7500,1  室  1  厅,"
                    长安6号                "
鲁谷·广安康馨家园北区·2居室,76㎡,4800,2  室  1  厅,"
                    广安康馨家园北区                "
赵公口·南顶村·1居室,46㎡,4400,1  室  1  厅,"
                    南顶村                "
长椿街·报国寺1号院·3居室·次卧2,8㎡,2900,3  室  1  厅,"
                    报国寺1号院                "
和义·久敬佳园·3居室·次卧1,13㎡,1900,3  室  1  厅,"
                    久敬佳园                "
宋家庄·红狮家园·3居室·小次卧1,12㎡,2800,3  室  1  厅,"
                    红狮家园                "
阜成门·北营房西里·1居室,36㎡,7000,1  室  1  厅,"
                    北营房西里                "
官园·西直门南大街·2居室,57㎡,8500,2  室  1  厅,"
                    西直门南大街                "
金融街·宏汇园·2居室,65㎡,12121,2  室  1  厅,"
                    宏汇园                "
燕莎·新源街·1居室,44㎡,6600,1  室  1  厅,"
                    新源街                "
